S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
3874646	3899934	367207	341926	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_4_length_398271_cov_159.915044	99.42		True
local misassembly
3843599	3874531	398197	367208	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_4_length_398271_cov_159.915044	99.15		True
local misassembly
3843323	3843396	398271	398198	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_4_length_398271_cov_159.915044	95.58		True
CONTIG	NODE_4_length_398271_cov_159.915044	398271	misassembled
688102	688200	200951	200853	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_5_length_389013_cov_200.707444	94.95		False
2780503	2803422	1	22920	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_5_length_389013_cov_200.707444	99.48		True
local misassembly
2803519	2936423	22921	155806	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_5_length_389013_cov_200.707444	99.55		True
relocation, inconsistency = -31747
2936477	2947641	187607	198771	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_5_length_389013_cov_200.707444	99.71		True
relocation, inconsistency = -50494
2947618	3043474	249242	345086	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_5_length_389013_cov_200.707444	99.62		True
relocation, inconsistency = 1372
3044847	3087636	345087	387928	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_5_length_389013_cov_200.707444	99.33		True
local misassembly
3087873	3088130	388008	388265	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_5_length_389013_cov_200.707444	97.29		True
CONTIG	NODE_5_length_389013_cov_200.707444	389013	misassembled
558755	628414	93084	23401	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_6_length_351736_cov_212.962165	99.54		True
relocation, inconsistency = 1088
521570	556266	129167	94485	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_6_length_351736_cov_212.962165	99.2		True
local misassembly
516029	521331	134469	129168	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_6_length_351736_cov_212.962165	99.18		True
local misassembly
501302	515760	148927	134471	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_6_length_351736_cov_212.962165	99.36		True
relocation, inconsistency = 1473
370706	499828	278025	148928	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_6_length_351736_cov_212.962165	99.62		True
local misassembly
297777	370486	351736	279002	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_6_length_351736_cov_212.962165	99.49		True
CONTIG	NODE_6_length_351736_cov_212.962165	351736	misassembled
1730453	1882541	54	152078	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_7_length_341775_cov_169.383595	99.33		True
local misassembly
1882456	2042130	152114	311817	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_7_length_341775_cov_169.383595	99.38		True
local misassembly
2041393	2071350	311818	341775	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_7_length_341775_cov_169.383595	98.64		True
CONTIG	NODE_7_length_341775_cov_169.383595	341775	correct
176276	260306	1	84034	NC_000964.3_NC_000964.3	NODE_8_length_325029_cov_67.334722	99.99		True
local misassembly
260517	501513	84035	325029	NC_000964.3_NC_000964.3	NODE_8_length_325029_cov_67.334722	99.98		True
CONTIG	NODE_8_length_325029_cov_67.334722	325029	correct
5699442	5699578	86443	86579	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_9_length_321327_cov_205.559395	97.08		False
5696446	5696582	89439	89575	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_9_length_321327_cov_205.559395	97.08		False
5726388	5726528	114623	114763	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_9_length_321327_cov_205.559395	95.04		False
5915436	5915519	321244	321327	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_9_length_321327_cov_205.559395	100.0		False
5612277	5725080	2268	115071	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_9_length_321327_cov_205.559395	99.41		True
local misassembly
5726104	5726449	115217	115562	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_9_length_321327_cov_205.559395	94.51		True
relocation, inconsistency = -1756
5726104	5726611	116973	117480	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_9_length_321327_cov_205.559395	90.55		True
local misassembly
5726104	5726300	117851	118047	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_9_length_321327_cov_205.559395	93.4		True
local misassembly
5727409	5798637	118275	189505	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_9_length_321327_cov_205.559395	99.48		True
relocation, inconsistency = -13827
5798591	5913927	203286	318663	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_9_length_321327_cov_205.559395	99.47		True
relocation, inconsistency = -1246
5912682	5915365	318664	321323	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_9_length_321327_cov_205.559395	97.8		True
CONTIG	NODE_9_length_321327_cov_205.559395	321327	misassembled
5269747	5274816	1	5070	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_10_length_316058_cov_168.777227	99.57		True
local misassembly
5274196	5278670	5071	9545	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_10_length_316058_cov_168.777227	99.53		True
relocation, inconsistency = -1302
5277369	5361339	9546	93512	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_10_length_316058_cov_168.777227	99.58		True
indel: indel (> 5bp)
5361400	5382519	93513	114554	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_10_length_316058_cov_168.777227	99.15		True
relocation, inconsistency = 1372
5383892	5455011	114555	185690	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_10_length_316058_cov_168.777227	99.61		True
local misassembly
5455224	5585570	185691	316046	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_10_length_316058_cov_168.777227	99.55		True
CONTIG	NODE_10_length_316058_cov_168.777227	316058	misassembled
3874252	3874340	104769	104857	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_11_length_315878_cov_147.787555	97.75		False
2705339	2705423	104774	104858	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_11_length_315878_cov_147.787555	98.82		False
2201551	2226247	14	24709	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_11_length_315878_cov_147.787555	99.44		True
relocation, inconsistency = 2742
2229137	2277496	24857	73246	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_11_length_315878_cov_147.787555	99.1		True
relocation, inconsistency = 1880
2279379	2279535	73249	73405	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_11_length_315878_cov_147.787555	98.09		True
local misassembly
2279853	2311107	73413	104665	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_11_length_315878_cov_147.787555	99.43		True
relocation, inconsistency = 6707
2318223	2438984	105074	225774	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_11_length_315878_cov_147.787555	99.49		True
relocation, inconsistency = 2820687
5260377	5263232	229335	226480	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_11_length_315878_cov_147.787555	94.76		True
relocation, inconsistency = 2722298
2451596	2486242	281172	315823	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_11_length_315878_cov_147.787555	99.5		True
CONTIG	NODE_11_length_315878_cov_147.787555	315878	misassembled
640201	946594	1	306394	NC_000964.3_NC_000964.3	NODE_12_length_306394_cov_58.500100	100.0		True
CONTIG	NODE_12_length_306394_cov_58.500100	306394	correct
2118163	2122894	4732	1	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_13_length_305864_cov_195.212643	100.0		True
local misassembly
2113279	2118170	9729	4838	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_13_length_305864_cov_195.212643	100.0		True
local misassembly
2080664	2113273	42569	9957	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_13_length_305864_cov_195.212643	99.99		True
local misassembly
1976750	2080666	146655	42739	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_13_length_305864_cov_195.212643	100.0		True
local misassembly
1837804	1977413	286271	146656	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_13_length_305864_cov_195.212643	99.99		True
local misassembly
1818770	1838341	305843	286272	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_13_length_305864_cov_195.212643	100.0		True
CONTIG	NODE_13_length_305864_cov_195.212643	305864	correct
2692011	2694527	299909	297393	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_14_length_299925_cov_357.673485	100.0		False
2692003	2694535	299917	297385	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_14_length_299925_cov_357.673485	100.0		False
92087	293921	201904	1	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_14_length_299925_cov_357.673485	99.97		True
local misassembly
1	93035	294939	201905	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_14_length_299925_cov_357.673485	100.0		True
fake: not a misassembly [linear representation of circular genome]
2691995	2696980	299925	294940	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_14_length_299925_cov_357.673485	100.0		True
CONTIG	NODE_14_length_299925_cov_357.673485	299925	correct
993358	999724	21	6421	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_15_length_295760_cov_201.546436	98.91		True
relocation, inconsistency = -38971
999717	1060432	45385	106120	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_15_length_295760_cov_201.546436	99.47		True
relocation, inconsistency = 8950
1069383	1096956	106121	133675	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_15_length_295760_cov_201.546436	98.94		True
relocation, inconsistency = -6821
1096940	1174198	140480	217743	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_15_length_295760_cov_201.546436	98.94		True
relocation, inconsistency = -3505
1187274	1242668	234324	289720	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_15_length_295760_cov_201.546436	99.41		True
local misassembly
1242899	1243394	290818	291313	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_15_length_295760_cov_201.546436	96.98		True
local misassembly
1244530	1247979	292258	295707	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_15_length_295760_cov_201.546436	99.45		True
CONTIG	NODE_15_length_295760_cov_201.546436	295760	misassembled
1708848	1978494	269698	52	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_16_length_269698_cov_94.843515	100.0		True
CONTIG	NODE_16_length_269698_cov_94.843515	269698	correct
6045214	6090788	1	45564	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_17_length_268827_cov_247.188881	99.52		True
local misassembly
6090921	6188150	45696	142912	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_17_length_268827_cov_247.188881	99.32		True
local misassembly
6188042	6209407	142913	164278	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_17_length_268827_cov_247.188881	99.38		True
relocation, inconsistency = -1215
6209481	6241499	165567	197555	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_17_length_268827_cov_247.188881	99.28		True
relocation, inconsistency = -7151
6241772	6264404	204979	227611	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_17_length_268827_cov_247.188881	99.51		True
fake: not a misassembly [linear representation of circular genome]
1	41215	227612	268827	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_17_length_268827_cov_247.188881	99.58		True
CONTIG	NODE_17_length_268827_cov_247.188881	268827	misassembled
2731431	2817782	1	86352	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_18_length_264459_cov_81.513589	100.0		True
local misassembly
2818197	2947575	86353	215731	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_18_length_264459_cov_81.513589	99.98		True
local misassembly
2947686	2996413	215732	264459	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_18_length_264459_cov_81.513589	99.78		True
CONTIG	NODE_18_length_264459_cov_81.513589	264459	correct
298612	545529	2158	249125	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_19_length_249145_cov_281.852258	99.98		True
CONTIG	NODE_19_length_249145_cov_281.852258	249145	correct
546984	786547	1	239557	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_20_length_239557_cov_209.072622	99.99		True
CONTIG	NODE_20_length_239557_cov_209.072622	239557	correct
1388313	1517642	129333	1	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_21_length_239546_cov_187.961840	100.0		True
relocation, inconsistency = -1369
1279470	1389681	239546	129334	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_21_length_239546_cov_187.961840	100.0		True
CONTIG	NODE_21_length_239546_cov_187.961840	239546	misassembled
2676607	2678116	139858	141367	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_22_length_235048_cov_129.397774	97.55		False
2522460	2553407	1	30951	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_22_length_235048_cov_129.397774	99.32		True
relocation, inconsistency = -1438
2551970	2556700	30952	35682	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_22_length_235048_cov_129.397774	98.76		True
relocation, inconsistency = 2029
2558730	2640136	35683	117036	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_22_length_235048_cov_129.397774	99.26		True
local misassembly
2641521	2647640	118402	124519	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_22_length_235048_cov_129.397774	96.97		True
local misassembly
2648321	2653057	125212	129945	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_22_length_235048_cov_129.397774	92.78		True
relocation, inconsistency = 21218
2683966	2685697	139636	141367	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_22_length_235048_cov_129.397774	95.82		True
relocation, inconsistency = -27762
2672266	2673484	155698	156916	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_22_length_235048_cov_129.397774	90.08		True
relocation, inconsistency = 7623
2682632	2707184	158441	182972	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_22_length_235048_cov_129.397774	98.45		True
relocation, inconsistency = -1003
2707666	2722710	184457	199501	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_22_length_235048_cov_129.397774	99.36		True
local misassembly
2723313	2757549	200796	235048	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_22_length_235048_cov_129.397774	99.19		True
CONTIG	NODE_22_length_235048_cov_129.397774	235048	misassembled
53846	54026	203149	203329	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_23_length_204460_cov_160.029339	92.31		False
3778546	3778725	203334	203513	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_23_length_204460_cov_160.029339	98.89		False
3577114	3618710	1	41603	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_23_length_204460_cov_160.029339	99.74		True
local misassembly
3618636	3683575	41643	106584	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_23_length_204460_cov_160.029339	99.43		True
local misassembly
3684539	3778172	107548	201145	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_23_length_204460_cov_160.029339	99.57		True
CONTIG	NODE_23_length_204460_cov_160.029339	204460	correct
4474916	4502376	27462	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_24_length_201914_cov_205.617555	99.65		True
relocation, inconsistency = 1372
4377012	4473543	124022	27463	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_24_length_201914_cov_205.617555	99.65		True
local misassembly
4333206	4376753	167566	124023	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_24_length_201914_cov_205.617555	99.53		True
relocation, inconsistency = 6336
4292520	4326869	201914	167567	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_24_length_201914_cov_205.617555	99.47		True
CONTIG	NODE_24_length_201914_cov_205.617555	201914	misassembled
1081505	1279469	198003	33	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_25_length_198003_cov_173.075186	100.0		True
CONTIG	NODE_25_length_198003_cov_173.075186	198003	correct
1363372	1396094	32723	1	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_26_length_185963_cov_84.427539	100.0		True
local misassembly
1300694	1364219	96249	32724	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_26_length_185963_cov_84.427539	100.0		True
relocation, inconsistency = 1199
1287263	1299494	108481	96250	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_26_length_185963_cov_84.427539	99.93		True
local misassembly
1209603	1287084	185963	108482	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_26_length_185963_cov_84.427539	99.97		True
CONTIG	NODE_26_length_185963_cov_84.427539	185963	misassembled
5101243	5187517	86278	7	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_27_length_175040_cov_205.789776	99.42		True
local misassembly
5086925	5100864	100611	86672	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_27_length_175040_cov_205.789776	99.67		True
relocation, inconsistency = 4025727
1060433	1061197	100612	101365	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_27_length_175040_cov_205.789776	92.79		True
relocation, inconsistency = -10019
1062435	1064232	112622	114421	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_27_length_175040_cov_205.789776	97.72		True
relocation, inconsistency = -3812
1064259	1065080	118260	119080	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_27_length_175040_cov_205.789776	92.1		True
relocation, inconsistency = -43367
1065390	1065785	162757	163152	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_27_length_175040_cov_205.789776	94.7		True
CONTIG	NODE_27_length_175040_cov_205.789776	175040	misassembled
2228122	2402134	174021	1	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_28_length_174021_cov_242.558615	99.99		True
CONTIG	NODE_28_length_174021_cov_242.558615	174021	correct
2589874	2615416	25543	1	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_29_length_170278_cov_328.036176	100.0		True
relocation, inconsistency = -1043
2523317	2590916	93143	25544	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_29_length_170278_cov_328.036176	100.0		True
local misassembly
2517663	2523863	99344	93144	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_29_length_170278_cov_328.036176	100.0		True
local misassembly
2447328	2518206	170228	99345	Kocuria_rhizophila_ATCC_9341_NC_010617.1	NODE_29_length_170278_cov_328.036176	99.99		True
CONTIG	NODE_29_length_170278_cov_328.036176	170278	misassembled
69537	230535	76	161011	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_30_length_168825_cov_167.724323	99.55		True
relocation, inconsistency = 6586
237163	244881	161053	168771	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_30_length_168825_cov_167.724323	99.64		True
CONTIG	NODE_30_length_168825_cov_167.724323	168825	misassembled
915228	1080983	27	165783	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_31_length_165783_cov_99.434036	99.99		True
CONTIG	NODE_31_length_165783_cov_99.434036	165783	correct
789727	789916	155925	155738	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_32_length_158741_cov_140.333816	92.15		False
901468	950823	49396	45	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_32_length_158741_cov_140.333816	99.58		True
relocation, inconsistency = 1177
794431	896139	155268	53548	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_32_length_158741_cov_140.333816	99.48		True
CONTIG	NODE_32_length_158741_cov_140.333816	158741	misassembled
1335539	1340741	1	5189	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_33_length_153518_cov_134.244365	99.33		True
relocation, inconsistency = 2573
1343379	1481162	5254	142979	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_33_length_153518_cov_134.244365	99.48		True
relocation, inconsistency = 5864
1489618	1495495	145571	151420	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_33_length_153518_cov_134.244365	98.37		True
relocation, inconsistency = -1547
1495586	1496000	153058	153472	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_33_length_153518_cov_134.244365	97.83		True
CONTIG	NODE_33_length_153518_cov_134.244365	153518	misassembled
20510	168579	1	148070	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_34_length_148124_cov_111.050990	100.0		True
CONTIG	NODE_34_length_148124_cov_111.050990	148124	correct
1600081	1644271	44177	1	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_35_length_147698_cov_176.277162	99.24		True
local misassembly
1496003	1598962	147642	44695	GCF_000006765.1_ASM676v1_genomic_NC_002516.2	NODE_35_length_147698_cov_176.277162	99.47		True
CONTIG	NODE_35_length_147698_cov_176.277162	147698	correct
2579825	2726116	56	146347	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_36_length_146347_cov_104.385612	100.0		True
CONTIG	NODE_36_length_146347_cov_104.385612	146347	correct
3765775	3906779	141056	52	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_37_length_141056_cov_85.046241	99.99		True
CONTIG	NODE_37_length_141056_cov_85.046241	141056	correct
501459	635488	134027	1	NC_000964.3_NC_000964.3	NODE_38_length_134027_cov_47.104365	99.99		True
CONTIG	NODE_38_length_134027_cov_47.104365	134027	correct
781392	915098	1	133707	GCF_000005845.2_ASM584v2_genomic_NC_000913.3	NODE_39_length_133707_cov_87.220752	100.0		True
