## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/ctrl2_gc_bias_PAE.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/ctrl2_gc_bias_PAE_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_ctrl2_result_PAE_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/ctrl2_gc_bias_PAE.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/CP013113.1_PAER4.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 15:58:51 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	31	526	3186	30	0,868996	0,015396			
All Reads	ALL	32	666	3558	30	0,76646	0,01285			
All Reads	ALL	33	937	5216	30	0,798649	0,011058			
All Reads	ALL	34	1344	7624	30	0,813845	0,009321			
All Reads	ALL	35	1877	10531	30	0,80494	0,007844			
All Reads	ALL	36	2492	14529	29	0,836461	0,006939			
All Reads	ALL	37	2960	17945	30	0,86978	0,006493			
All Reads	ALL	38	3623	22037	30	0,872654	0,005878			
All Reads	ALL	39	4419	27381	29	0,888962	0,005372			
All Reads	ALL	40	5552	34238	28	0,884742	0,004781			
All Reads	ALL	41	6744	42833	29	0,911211	0,004403			
All Reads	ALL	42	7560	49166	28	0,933042	0,004208			
All Reads	ALL	43	8902	59474	28	0,958512	0,00393			
All Reads	ALL	44	10068	68739	27	0,97953	0,003736			
All Reads	ALL	45	11505	78477	26	0,978619	0,003493			
All Reads	ALL	46	13206	91579	26	0,994907	0,003288			
All Reads	ALL	47	14983	106367	25	1,018512	0,003123			
All Reads	ALL	48	16989	121032	24	1,022093	0,002938			
All Reads	ALL	49	19460	141839	23	1,045709	0,002777			
All Reads	ALL	50	22696	169496	22	1,07144	0,002602			
All Reads	ALL	51	26710	198038	23	1,063733	0,00239			
All Reads	ALL	52	32427	244643	22	1,08239	0,002188			
All Reads	ALL	53	38961	294268	23	1,083605	0,001998			
All Reads	ALL	54	46945	356695	23	1,090098	0,001825			
All Reads	ALL	55	56924	428212	23	1,079248	0,001649			
All Reads	ALL	56	69051	500055	25	1,038976	0,001469			
All Reads	ALL	57	87025	630398	25	1,039271	0,001309			
All Reads	ALL	58	110173	791093	26	1,030173	0,001158			
All Reads	ALL	59	140214	989333	27	1,012299	0,001018			
All Reads	ALL	60	177619	1244112	28	1,004912	0,000901			
All Reads	ALL	61	220968	1544188	29	1,002602	0,000807			
All Reads	ALL	62	271409	1903481	29	1,006195	0,000729			
All Reads	ALL	63	323825	2262353	29	1,002323	0,000666			
All Reads	ALL	64	371789	2599121	29	1,00297	0,000622			
All Reads	ALL	65	415909	2914038	29	1,005205	0,000589			
All Reads	ALL	66	451287	3157560	29	1,003822	0,000565			
All Reads	ALL	67	473045	3303828	29	1,002012	0,000551			
All Reads	ALL	68	475358	3318148	29	1,001458	0,00055			
All Reads	ALL	69	458482	3186620	29	0,997162	0,000559			
All Reads	ALL	70	428292	2976803	29	0,997167	0,000578			
All Reads	ALL	71	384663	2661771	29	0,992769	0,000609			
All Reads	ALL	72	329437	2268391	29	0,987878	0,000656			
All Reads	ALL	73	272625	1872954	29	0,985642	0,00072			
All Reads	ALL	74	215184	1468524	29	0,979104	0,000808			
All Reads	ALL	75	161122	1090923	29	0,971398	0,00093			
All Reads	ALL	76	114325	771549	29	0,968234	0,001102			
All Reads	ALL	77	76813	513671	29	0,959419	0,001339			
All Reads	ALL	78	48376	320961	28	0,951876	0,00168			
All Reads	ALL	79	29731	194266	28	0,937444	0,002127			
All Reads	ALL	80	17737	115247	28	0,932196	0,002746			
All Reads	ALL	81	9989	64571	28	0,927413	0,00365			
All Reads	ALL	82	5303	34141	27	0,923661	0,004999			
All Reads	ALL	83	2646	16988	27	0,921107	0,007067			
All Reads	ALL	84	1266	8162	26	0,924955	0,010238			
All Reads	ALL	85	629	3889	26	0,887044	0,014224			
All Reads	ALL	86	282	1785	25	0,908128	0,021495			
All Reads	ALL	87	91	639	26	1,007436	0,039854			
All Reads	ALL	88	35	227	26	0,930499	0,061759			
All Reads	ALL	89	18	150	25	1,195575	0,097618			
All Reads	ALL	90	20	145	28	1,04015	0,08638			
All Reads	ALL	91	2	16	26	1,147752	0,286938			
All Reads	ALL	92	0	0	0	0	0			
All Reads	ALL	93	0	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


